ID_REDE_PRIORIZACAO_ONIBUS;NOME_ROTA;SITUACAO;INFRAESTRUTURA_ATUAL;INFRAESTRUTURA_PLANEJADA;ANO_IMPLANT_INFRA_ATUAL;HORIZONTE_IMPLANTACAO;POSICIONAMENTO_VIA;SISTEMA_BRT;REFERENCIA_LOGRADOURO;EXTENSAO_REDE_PLANEJADA;TIPO_LOGRADOURO;NOME_LOGRADOURO;LOGRAD_INICIAL;LOGRAD_FINAL;GEOMETRIA;EXTENSAO_TRECHO
1566;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;74.085;AVE;AMAZONAS;RUA ARISTOTELES CALDEIRA;RUA JAPAO;MULTILINESTRING ((608188.973401108 7795804.99748477, 608115.032915306 7795809.61654457));74.085
1553;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;82.985;AVE;AMAZONAS;RUA SANTA CRUZ;RUA MARANGUAPE;MULTILINESTRING ((608041.092429504 7795812.915873, 607958.254677707 7795817.84486972));82.985
1567;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;70.729;AVE;AMAZONAS;RUA RIO NEGRO;RUA ARISTOTELES CALDEIRA;MULTILINESTRING ((608259.590811659 7795804.79752547, 608226.203388104 7795802.91790806, 608188.973401108 7795804.99748477));70.729
1576;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;71.024;AVE;AMAZONAS;RUA PEDRA BONITA;RUA RIO NEGRO;MULTILINESTRING ((608329.911371815 7795812.56594423, 608298.090658677 7795805.91729754, 608259.590811659 7795804.79752547));71.024
1577;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;59.189;AVE;AMAZONAS;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;RUA SAO CARLOS;MULTILINESTRING ((603957.197862572 7794099.06472244, 603931.949087337 7794080.31853817, 603909.033886039 7794064.681721));59.189
1578;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;46.627;AVE;AMAZONAS;RUA SAO CARLOS;ROD ANEL RODOVIARIO CELSO MELLO AZEVEDO;MULTILINESTRING ((603909.033886039 7794064.681721, 603868.192219241 7794042.18629987));46.627
354;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;75.976;AVE;PRESIDENTE ANTONIO CARLOS;RUA CALDAS DA RAINHA;RUA PADRE INACIO NOGUEIRA;MULTILINESTRING ((609510.559603956 7802151.83560427, 609483.63692233 7802222.87114519));75.976
1581;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;27.373;AVE;AMAZONAS;RUA DA GALERIA;RUA SETE DE SETEMBRO;MULTILINESTRING ((604288.153069235 7794558.04129908, 604272.659127803 7794535.47589221));27.373
1250;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;621.926;AVE;CORONEL OSCAR PASCHOAL;AVE ANTONIO ABRAHAO CARAM;AVE PRESIDENTE CARLOS LUZ;MULTILINESTRING ((607443.21924298 7803230.31608269, 607645.869112398 7802642.33576438));621.926
780;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;127.595;AVE;DOM PEDRO I;RUA MONTE CASSINO;RUA SAOZINHA BAGGIO COUTINHO;MULTILINESTRING ((608204.574538516 7805939.69459655, 608259.648532569 7806054.79116898));127.595
781;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;116.335;AVE;DOM PEDRO I;PCA DOIS MIL CENTO E SETENTA E TRES;RUA DAS CANARIAS;MULTILINESTRING ((608127.014127068 7805777.52760517, 608178.715570804 7805881.7563897));116.335
536;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;74.135;AVE;TERESA CRISTINA;RUA PERIMETRAL;RUA ITAMBACURI;MULTILINESTRING ((608294.594420695 7797347.10359354, 608222.50924986 7797329.75712436));74.135
538;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;70.266;AVE;TERESA CRISTINA;RUA ITAMBACURI;RUA ITANHANDU;MULTILINESTRING ((608222.50924986 7797329.75712436, 608183.456931274 7797314.50022986, 608158.768873452 7797300.58306266));70.266
544;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;41.791;AVE;TERESA CRISTINA;RUA MONTE SANTO;RUA BOM SUCESSO;MULTILINESTRING ((608456.443852536 7797386.84550419, 608415.849561067 7797376.917525));41.791
546;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;59.977;AVE;TERESA CRISTINA;RUA BOM SUCESSO;RUA SANTA QUITERIA;MULTILINESTRING ((608415.849561067 7797376.917525, 608357.971979954 7797361.20072411));59.977
548;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;64.933;AVE;TERESA CRISTINA;RUA SANTA QUITERIA;RUA PERIMETRAL;MULTILINESTRING ((608357.971979954 7797361.20072411, 608294.594420695 7797347.10359354));64.933
1249;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;126.347;AVE;PRESIDENTE CARLOS LUZ;TRE DOIS MIL QUATROCENTOS E QUARENTA E CINCO;TRE DOIS MIL QUATROCENTOS E QUARENTA E CINCO;MULTILINESTRING ((607852.542953832 7800751.94054885, 607767.77567447 7800845.63147833));126.347
770;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;451.117;RUA;REPUBLICA SOCIALISTA DO VIETNA;AVE PRESIDENTE ANTONIO CARLOS;RUA LUIS BENTO;MULTILINESTRING ((608280.452797727 7804884.42939272, 608225.725129135 7804958.14438825, 608222.055728423 7804980.8597646, 608222.055728423 7805007.24439409, 608245.515155445 7805302.59427647, 608247.304503658 7805353.36394246, 608247.304503658 7805353.42393024));451.117
340;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;234.037;AVE;PRESIDENTE ANTONIO CARLOS;RUA FLOR DE JUPITER;RUA FLOR DE INDIO;MULTILINESTRING ((609292.753872722 7802766.1605602, 609216.059274925 7802987.26555492));234.037
344;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;162.798;AVE;PRESIDENTE ANTONIO CARLOS;RUA LEOPOLDINO DOS PASSOS;AVE CORONEL JOSE DIAS BICALHO;MULTILINESTRING ((608924.609908284 7803827.14459998, 608871.415966731 7803981.01328045));162.798
1584;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;71.975;AVE;AMAZONAS;RUA TRINTA;RUA TRES MIL CENTO E VINTE E UM;MULTILINESTRING ((605406.149376415 7795560.9771544, 605393.360071912 7795549.1995517, 605379.820395578 7795530.48336132, 605361.64655475 7795504.76859549));71.975
758;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;104.204;AVE;ANTONIO ABRAHAO CARAM;AVE PRESIDENTE CARLOS LUZ;ALA DAS PALMEIRAS;MULTILINESTRING ((607798.293544209 7803353.64098027, 607700.448355793 7803317.79827594));104.204
759;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;158.397;AVE;ANTONIO ABRAHAO CARAM;ALA DAS PRINCESAS;RUA REBELO HORTA;MULTILINESTRING ((608017.558789883 7803429.12561559, 607868.02864942 7803376.87625079));158.397
761;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;153.444;AVE;ANTONIO ABRAHAO CARAM;ALA DOS COQUEIROS;RUA ONZE;MULTILINESTRING ((608227.382543839 7803500.84101813, 608082.099013188 7803451.47106724));153.444
334;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;232.824;AVE;PRESIDENTE ANTONIO CARLOS;RUA FLOR DE INDIO;RUA FLOR DE FOGO;MULTILINESTRING ((609216.059274925 7802987.26555492, 609140.279965845 7803207.42074297));232.824
1585;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;26.12;AVE;AMAZONAS;RUA DESEMBARGADOR BARCELOS;RUA MARCILIO DIAS;MULTILINESTRING ((607287.158393835 7795985.02084154, 607261.777685092 7795991.18958591));26.12
1586;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;78.773;AVE;AMAZONAS;RUA LIMOEIRO;RUA DESEMBARGADOR BARCELOS;MULTILINESTRING ((607361.873989001 7795960.06592104, 607287.158393835 7795985.02084154));78.773
1903;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;165.752;AVE;DOM PEDRO I;RUA DOUTOR AMERICO GASPARINI;RUA EUGENIO VOLPINI;MULTILINESTRING ((608906.708180318 7807229.86198672, 609004.396697692 7807293.27907835, 609046.23611165 7807319.32377703));165.752
1821;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;70.343;AVE;VILARINHO;RUA PADRE MARZANO;RUA CAPITAO NELSON ALBUQUERQUE;MULTILINESTRING ((609090.483312142 7808888.40439522, 609030.148469428 7808924.56703442));70.343
1822;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;29.571;AVE;VILARINHO;RUA ILDET FERREIRA CATISANI;RUA PADRE MARZANO;MULTILINESTRING ((609116.531934273 7808874.4072443, 609090.483312142 7808888.40439522));29.571
1823;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;73.952;AVE;VILARINHO;RUA ANTONIO JOSE DE OLIVEIRA;RUA IVAN PEREIRA LIMA;MULTILINESTRING ((609246.445211156 7808807.02096058, 609180.898994847 7808841.26399051));73.952
1824;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;45.224;AVE;VILARINHO;RUA IGNACINHO ALVARENGA;RUA ILDET FERREIRA CATISANI;MULTILINESTRING ((609156.491295731 7808853.23155455, 609116.531934273 7808874.4072443));45.224
1825;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;27.184;AVE;VILARINHO;RUA IVAN PEREIRA LIMA;RUA IGNACINHO ALVARENGA;MULTILINESTRING ((609180.898994847 7808841.26399051, 609156.491295731 7808853.23155455));27.184
1819;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;162.465;AVE;VILARINHO;RUA HYLDEU SANTOS FIGUEIREDO;RUA VALTER CAMPOLINA DINIZ;MULTILINESTRING ((608617.287291373 7809050.35143137, 608594.990528397 7809069.88745487, 608571.671280728 7809092.27289838, 608549.292059309 7809110.45919661, 608538.102448599 7809120.24720429, 608520.852142332 7809133.31454447, 608510.586066184 7809141.70283705, 608491.266052998 7809152.00074095));162.465
782;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;30.212;AVE;DOM PEDRO I;RUA EUGENOPOLIS;RUA SAO PEDRO DO AVAI;MULTILINESTRING ((608604.646412068 7806808.14782541, 608617.724321121 7806835.37228395));30.212
1817;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;429.225;AVE;VILARINHO;RUA VALTER CAMPOLINA DINIZ;RUA ALFREDO SANTOS NEVES;MULTILINESTRING ((608491.266052998 7809152.00074095, 608428.729569858 7809175.73590972, 608332.723204719 7809201.13074068, 608235.479962937 7809227.14544546, 608179.11137133 7809248.82103346, 608139.473597799 7809279.17485502, 608104.923510199 7809318.09693255));429.225
1818;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;298.59;AVE;VILARINHO;RUA BARROSO;RUA HYLDEU SANTOS FIGUEIREDO;MULTILINESTRING ((608896.417366636 7808970.99758361, 608811.542891298 7808974.47687541, 608762.867672419 7808978.65602476, 608714.184207695 7808989.78375974, 608675.239085086 7809007.87007833, 608650.897352724 7809023.86682223, 608617.287291373 7809050.35143137));298.59
766;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;181.649;AVE;PRESIDENTE ANTONIO CARLOS;RUA CORONEL FRAGA;RUA REPUBLICA SOCIALISTA DO VIETNA;MULTILINESTRING ((608365.714827748 7804803.53585837, 608280.452797727 7804884.42939272));181.649
769;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;367.147;AVE;PRESIDENTE ANTONIO CARLOS;;RUA CORONEL FRAGA;MULTILINESTRING ((608632.632807608 7804551.48716215, 608530.846105619 7804651.04689705, 608365.714827748 7804803.53585837));367.147
336;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;44.28;AVE;PRESIDENTE ANTONIO CARLOS;VDT JOSE ALENCAR;TRI TRES MIL CENTO E TRINTA E OITO;MULTILINESTRING ((608999.713058132 7803606.80944856, 608985.513714254 7803648.7509115));44.28
338;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;31.887;AVE;PRESIDENTE ANTONIO CARLOS;AVE ANTONIO ABRAHAO CARAM;RUA NORALDINO LIMA;MULTILINESTRING ((608945.941907478 7803758.78851366, 608936.236548742 7803789.16233116));31.887
339;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;39.729;AVE;PRESIDENTE ANTONIO CARLOS;RUA NORALDINO LIMA;RUA LEOPOLDINO DOS PASSOS;MULTILINESTRING ((608936.236548742 7803789.16233116, 608924.609908284 7803827.14459998));39.729
1248;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;80.651;ROD;ANEL RODOVIARIO CELSO MELLO AZEVEDO;TRE DOIS MIL QUATROCENTOS E QUARENTA E CINCO;TRE DOIS MIL QUATROCENTOS E QUARENTA E CINCO;MULTILINESTRING ((607974.90303734 7800613.63869979, 607914.304327609 7800682.12475965, 607852.542953832 7800751.94054885));80.651
774;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;63.451;AVE;DOM PEDRO I;RUA DAS CANARIAS;RUA MONTE CASSINO;MULTILINESTRING ((608178.715570804 7805881.7563897, 608204.574538516 7805939.69459655));63.451
1901;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;292.857;AVE;DOM PEDRO I;RUA ANTONIO ROCHA;TRI JOSE DE SOUZA MACHADO;MULTILINESTRING ((609465.776423584 7807653.60573491, 609633.571109163 7807893.6268793));292.857
345;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;46.92;AVE;PRESIDENTE ANTONIO CARLOS;RUA PADRE INACIO NOGUEIRA;RUA ESTORIL;MULTILINESTRING ((609483.63692233 7802222.87114519, 609467.639984395 7802266.99216448));46.92
335;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;32.77;AVE;PRESIDENTE ANTONIO CARLOS;;AVE SANTA ROSA;MULTILINESTRING ((608684.622855894 7804484.25084791, 608667.034470011 7804511.89522097));32.77
768;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;52.45;AVE;PRESIDENTE ANTONIO CARLOS;AVE SANTA ROSA;;MULTILINESTRING ((608667.034470011 7804511.89522097, 608632.632807608 7804551.48716215));52.45
349;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;61.685;AVE;PRESIDENTE ANTONIO CARLOS;RUA ALCOBACA;RUA MARIA GOMES CORREA;MULTILINESTRING ((609384.909428574 7802502.84415749, 609366.694358524 7802556.65320482, 609364.814306025 7802561.15228904));61.685
1914;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;101.509;AVE;DOM PEDRO I;AVE GENERAL OLIMPIO MOURAO FILHO;RUA DOUTOR AMERICO GASPARINI;MULTILINESTRING ((608830.137270185 7807163.28553816, 608856.375546735 7807187.71056652, 608875.035892377 7807204.0572392, 608906.708180318 7807229.86198672));101.509
926;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2021;2025;LATERAL;SIM;;90.13;RUA;ESPIRITO SANTO;RUA DOS GUAICURUS;AVE SANTOS DUMONT;MULTILINESTRING ((611338.613809307 7797527.94678343, 611315.377020081 7797440.86450878));90.13
225;ROTA NOSSA SENHORA DO CARMO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2009;0;LATERAL;NÃO;;134.258;AVE;NOSSA SENHORA DO CARMO;RUA PASSA TEMPO;RUA RIO VERDE;MULTILINESTRING ((611502.392768713 7794254.64305492, 611469.359916464 7794124.50954322));134.258
227;ROTA NOSSA SENHORA DO CARMO;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2009;0;LATERAL;NÃO;;170.732;AVE;NOSSA SENHORA DO CARMO;RUA MONTES CLAROS;RUA PASSA TEMPO;MULTILINESTRING ((611547.16770324 7794419.39951922, 611545.139225544 7794412.03101905, 611502.392768713 7794254.64305492));170.732
1826;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;38.549;AVE;VILARINHO;RUA GERALDO ALEXANDRE FERREIRA;RUA DOMINGOS GROSSO;MULTILINESTRING ((609571.941668895 7808511.8110497, 609560.70258312 7808530.98714646, 609552.110413363 7808544.8643218));38.549
1905;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;96.447;AVE;DOM PEDRO I;RUA ELY MURILO CLAUDIO;RUA POETA MURILO MENDES;MULTILINESTRING ((609150.974825897 7807372.37297902, 609236.6244106 7807416.71395354));96.447
1820;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;111.594;AVE;VILARINHO;RUA DOMINGOS GROSSO;RUA QUIMO;MULTILINESTRING ((609552.110413363 7808544.8643218, 609542.190662675 7808558.74149715, 609517.741734338 7808588.48544285, 609503.863978388 7808606.33181027, 609481.921786716 7808631.54667786));111.594
777;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;218.785;AVE;DOM PEDRO I;RUA MONTE CASTELO;RUA MONTESE;MULTILINESTRING ((608296.095164357 7806135.16480916, 608387.94562397 7806333.73439089));218.785
778;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;138.373;AVE;DOM PEDRO I;RUA MONTESE;RUA SAPUCAI MIRIM;MULTILINESTRING ((608387.94562397 7806333.73439089, 608445.97163028 7806459.34882244));138.373
773;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;71.576;AVE;DOM PEDRO I;TRE PORTUGAL X DOM PEDRO I;PCA DOIS MIL CENTO E SETENTA E TRES;MULTILINESTRING ((608109.788558334 7805710.97115254, 608127.014127068 7805777.52760517));71.576
1904;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;88.865;AVE;DOM PEDRO I;;RUA CARLYLE GUIMARAES CARDOSO;MULTILINESTRING ((609296.678894607 7807448.37750852, 609315.001160633 7807459.83517634));88.865
762;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;73.508;AVE;ANTONIO ABRAHAO CARAM;RUA REBELO HORTA;AVE PRESIDENTE CARLOS LUZ;MULTILINESTRING ((607868.02864942 7803376.87625079, 607798.293544209 7803353.64098027));73.508
763;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;68.296;AVE;ANTONIO ABRAHAO CARAM;RUA ONZE;ALA DAS PRINCESAS;MULTILINESTRING ((608082.099013188 7803451.47106724, 608017.558789883 7803429.12561559));68.296
757;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;71.361;AVE;ANTONIO ABRAHAO CARAM;ALA DAS ACACIAS;RUA JOAO LUIZ;MULTILINESTRING ((608484.45498561 7803591.32260086, 608417.135912777 7803567.64741988));71.361
760;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;79.679;AVE;ANTONIO ABRAHAO CARAM;RUA ALEXANDRE BARBOSA;ALA DAS ACACIAS;MULTILINESTRING ((608559.220055841 7803618.84699835, 608484.45498561 7803591.32260086));79.679
819;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;75.322;AVE;CRISTIANO MACHADO;RUA GILSON BRETAS;PCA TRES MIL QUATROCENTOS E CINQUENTA E DOIS;MULTILINESTRING ((611670.484304687 7803614.91779813, 611648.237016776 7803668.40691057));75.322
776;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;88.248;AVE;DOM PEDRO I;RUA SAOZINHA BAGGIO COUTINHO;RUA MONTE CASTELO;MULTILINESTRING ((608259.648532569 7806054.79116898, 608296.095164357 7806135.16480916));88.248
337;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;91.921;AVE;PRESIDENTE ANTONIO CARLOS;AVE MENDES PIMENTEL;RUA FLOR DE GELO;MULTILINESTRING ((609061.251794113 7803434.32455736, 609091.769663852 7803347.63220334));91.921
775;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;123.837;AVE;DOM PEDRO I;RUA SAO PEDRO DO AVAI;RUA JOAO SAMAHA;MULTILINESTRING ((608617.724321121 7806835.37228395, 608628.460410394 7806855.05827693, 608642.552558296 7806885.79202116, 608670.514216304 7806947.33949335));123.837
1902;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;218.078;AVE;DOM PEDRO I;RUA JOAO SAMAHA;AVE GENERAL OLIMPIO MOURAO FILHO;MULTILINESTRING ((608670.514216304 7806947.33949335, 608736.596412492 7807052.51808455, 608793.65765502 7807127.05291321));218.078
461;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;462.219;AVE;PRESIDENTE CARLOS LUZ;PCA ALFREDO CARAMATTI;AVE CORONEL OSCAR PASCHOAL;MULTILINESTRING ((607192.149775857 7802557.45304201, 607213.663183625 7802556.64320685, 607274.806119079 7802571.70014206, 607645.869112398 7802642.33576438));462.219
464;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;284.138;AVE;PRESIDENTE CARLOS LUZ;RUA UM MIL QUATROCENTOS E TRINTA E OITO;AVE ALFREDO CAMARATE;MULTILINESTRING ((607110.128362645 7802170.18186994, 607116.74152977 7802235.61855049, 607126.430396818 7802296.81609391, 607150.673179048 7802410.73290647, 607156.890545647 7802450.18487614));284.138
478;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;78.597;AVE;PRESIDENTE CARLOS LUZ;PCA PEDRO MELLO;;MULTILINESTRING ((607159.850803749 7801686.85025069, 607143.4415736 7801763.72460314));78.597
1253;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;40.812;AVE;PRESIDENTE ANTONIO CARLOS;TRE SAO FRANCISCO X PRESIDENTE ANTONIO CARLOS;TRE SAO FRANCISCO X PRESIDENTE ANTONIO CARLOS;MULTILINESTRING ((609689.543900244 7801628.51212524, 609674.585938691 7801666.4843961));40.812
783;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;106.095;AVE;DOM PEDRO I;RUA CARMO DO PARANAIBA;RUA CONSELHEIRO PENA;MULTILINESTRING ((608489.526179852 7806554.57943852, 608533.888822164 7806650.94982261));106.095
1252;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;139.82;AVE;PRESIDENTE ANTONIO CARLOS;TRE SAO FRANCISCO X PRESIDENTE ANTONIO CARLOS;RUA VILA REAL;MULTILINESTRING ((609674.585938691 7801666.4843961, 609630.008904427 7801799.00742142));139.82
